SYNSET ENTROPY DISPERSION STD
2221715 205.058413963 0.165895734176 0.83392
4294879 275.61818515 0.193752406057 0.90438
3967942 284.265369169 0.200672791492 0.97652
3845990 271.797953468 0.203989734691 0.93239
12304703 225.740702408 0.173065942829 0.73684
3909020 246.181988786 0.192732756049 0.98818
11695085 200.60908016 0.166306359023 0.84482
12171098 157.453375571 0.127869543629 0.69354
4241394 268.128760139 0.198356605766 0.99349
1988701 236.689711933 0.177094483475 0.90882
3418618 287.602930478 0.194202757136 0.893
3940256 297.128262235 0.207256268154 1.039
12485653 197.17437816 0.15759340914 0.80952
7581249 185.837588259 0.163416933498 0.72824
12676370 190.687757057 0.154890251608 0.74574
4256891 249.383175854 0.193144770802 0.98188
11689678 222.227973689 0.176287359257 0.84356
4434531 262.534135308 0.195638527743 0.92566
2512053 304.062244882 0.204463950907 1.0585
4050066 312.838093348 0.207298472431 0.95554
11618079 218.441904173 0.166423936135 0.71896
2906734 277.477725641 0.198710093981 1.0002
2231052 229.829811755 0.182112239681 0.86654
10080508 201.56062756 0.164636538606 0.66761
4182152 260.565015507 0.191800063291 0.8311
3823312 237.984985787 0.186868819833 0.87441
3210245 229.631274521 0.173084800921 0.90814
7832592 171.211857906 0.152734797943 0.6965
12890928 187.641205756 0.14743100711 0.7031
3662719 284.457887885 0.197814206656 0.93504
7878926 179.144827456 0.161889987047 0.72326
2933649 217.342844871 0.1804570148 0.75735
7691954 205.695611073 0.176660912501 0.82381
1807105 225.332317863 0.164981402077 0.86237
2094931 188.42247543 0.155387138547 0.81752
9988493 243.783360116 0.187933760876 0.76961
10362557 194.69708827 0.162217471325 0.75923
3221720 234.025446484 0.183733675076 0.80319
10639817 257.496180104 0.194889515981 0.85206
2450295 235.319752022 0.170882995685 0.85513
9991740 173.747217502 0.145745131178 0.67141
2776007 241.362074125 0.189448288331 0.88954
9193551 202.929609658 0.159214501326 0.65976
2039497 177.09895888 0.137614250822 0.72088
1876326 225.169036273 0.163233570282 0.83817
12659539 191.185392377 0.155715591707 0.70237
7567980 255.053525686 0.201725688174 0.95381
2257003 237.505203624 0.172293243642 0.90952
3019304 204.325338308 0.164960485388 0.84835
3758894 218.046968147 0.167061106478 0.78021
3964611 236.363060275 0.188493524328 0.87573
1651778 211.411666007 0.162223963684 0.80137
12891305 173.453603606 0.135375487302 0.68875
4508163 252.604768282 0.187724872251 0.87566
3235796 282.915904384 0.19764153608 0.94077
3268918 312.946159469 0.213211658737 1.0006
2007558 190.117996497 0.152233767176 0.91065
3499354 291.495578502 0.20285586034 1.0274
2565324 236.286991637 0.174893704244 0.85137
11736694 166.455337261 0.144525822097 0.6949
3590841 184.025902467 0.154061502217 0.84045
11946727 153.599556716 0.136344868859 0.7398
2419634 232.718468996 0.174764435603 0.85058
1592694 219.473862765 0.165866340558 0.89835
12392765 172.238116783 0.137044497847 0.60176
2957135 204.857898968 0.179684440616 0.96072
12453018 218.51482758 0.166798331857 0.795
1806364 213.45362723 0.164642569007 0.92671
2312640 272.275875734 0.191377951921 0.92916
9890749 229.132882091 0.188682904478 0.77654
12435777 209.433636012 0.162458523065 0.76429
2042472 183.498709691 0.143708273876 0.8138
10261862 225.584355321 0.177265634642 0.80635
3682877 240.024499922 0.181641278221 0.84941
3233744 198.238855039 0.155000964102 0.71802
4244847 184.768216108 0.151785134746 0.75818
3854421 253.8216437 0.188516325661 0.94233
10304086 204.336593714 0.177170481176 0.73262
10265801 242.372158297 0.188632579124 0.77427
3285912 273.003170785 0.195873400359 0.87956
2744844 263.052808719 0.180557169431 0.81034
9684901 275.388352137 0.196613182195 0.81459
10119609 250.082175148 0.189336861725 0.79638
4243142 234.70058781 0.186797206324 0.85993
3545150 196.510162369 0.160584607446 0.74954
4015204 232.283492012 0.18025582693 0.9091
9476123 230.106761396 0.174424702316 0.74889
8547544 189.915950893 0.148445313267 0.70686
13024500 250.396831456 0.190050063345 0.95472
12806732 227.450193845 0.177729225311 0.73845
3544360 193.529608154 0.160178411917 0.73148
4953296 250.529036584 0.188443497878 0.86852
3330665 224.785834207 0.17130322828 0.815
3708036 263.407341055 0.201980284929 0.92526
4473275 249.431189666 0.197672885768 0.82217
3658635 224.637935471 0.164850188394 0.75537
3358841 248.928415134 0.196430065214 0.87221
12009420 159.038048344 0.145534257313 0.71531
12008487 159.655107186 0.156660379177 0.81936
9396465 203.102435516 0.158140770127 0.69325
4503499 192.760910219 0.142521325029 0.78788
11631985 224.862548248 0.170633199761 0.70237
2480153 232.139514815 0.173469532708 0.91239
1445429 245.558805157 0.179455894731 0.9678
1824749 193.687375884 0.14776776169 0.83643
9865162 250.028911558 0.183561827173 0.82063
1448951 219.722946945 0.160922135038 0.87518
4589593 241.143392025 0.188875181275 0.81666
3877845 181.145356732 0.159706330333 0.73884
7846 292.638448133 0.201957877228 0.88775
7730033 135.491025327 0.12433171156 0.68723
10215623 272.718213581 0.200193264201 0.83819
12807624 214.045164368 0.165632569142 0.73254
3835197 307.074339469 0.201410778091 0.91094
4135024 243.031463879 0.181081816079 0.85985
10303037 228.757886932 0.189102541552 0.7368
7763107 203.443080185 0.177073227388 0.85788
4368235 249.907802197 0.195381592607 0.91018
7591236 157.030858394 0.143260370678 0.65126
4312154 234.065462184 0.178061670477 0.83297
3227184 206.772944133 0.16873348205 0.7333
7878785 182.762399892 0.163863291124 0.74225
10738215 179.041774303 0.149676083996 0.69565
2792948 246.590450092 0.184197901271 0.82843
3811847 194.757351628 0.154558767348 0.79357
11722621 162.38673225 0.146551709725 0.66642
12164363 240.307769044 0.191900883053 0.93877
3906106 295.011451056 0.202602738199 0.90212
7681926 241.311817088 0.191844336352 0.90745
1315213 234.369294084 0.176474610488 0.8797
4505036 212.458319923 0.179557139238 0.90365
9713108 249.552543273 0.192603025001 0.8036
3080731 189.178766171 0.176020346627 0.85422
3622931 243.201603974 0.188161264715 0.95579
1594968 263.891838236 0.188762942205 0.93039
2841847 266.42630679 0.193006310819 0.91081
7905770 210.360224566 0.175456421228 0.85946
2775689 200.012795009 0.156991583888 0.74152
2168699 213.332178608 0.172787733984 0.90235
4102037 263.452627626 0.194531539773 0.91759
13052931 237.263165499 0.179017683882 0.88444
7631926 259.866331533 0.191397732853 0.91011
12451566 191.221854898 0.158042521686 0.78317
2760429 251.119416 0.188894751199 0.93167
2731251 256.449797223 0.192773243972 0.91446
4070415 202.276646311 0.161939727678 0.75717
4409128 218.777578261 0.170918281695 0.8728
12015959 167.314336878 0.137125451374 0.67943
2123917 234.554779485 0.1752609728 0.87845
10559288 252.433038495 0.19915218027 0.82597
7851641 248.709949777 0.187158111401 0.89079
2178411 205.646931418 0.162909918833 0.87663
13068434 236.66715503 0.182307481891 0.85586
3959227 250.159443627 0.189479710209 0.87902
2387346 233.510066573 0.177107614453 0.83695
4067353 264.009969228 0.193987314107 1.0131
11966896 135.382427633 0.121403089677 0.69486
3488887 263.914050007 0.195053365694 0.92093
2431976 241.923615195 0.177956775297 0.88144
1806567 200.915758465 0.155460826719 0.88272
12363301 201.195704724 0.173177693662 0.79419
3472937 187.224980027 0.16071355789 0.74283
3980986 233.907428694 0.175892266465 0.82603
1611472 243.888420994 0.18223542082 0.93096
2164464 221.213827857 0.175556662023 0.95434
13173132 194.048844465 0.14800736677 0.67365
2196119 200.423534917 0.159035099631 0.79681
3255030 270.109931528 0.203494280245 0.98352
3871860 276.706963887 0.197256189989 0.88091
11918808 154.458675876 0.145936201119 0.75259
7693590 199.476535037 0.174446715826 0.79976
3648431 238.722327046 0.179719728731 0.90332
12917901 172.951618863 0.149388234839 0.66118
4426184 192.852921759 0.15588142156 0.79944
2962200 250.926605553 0.185769152398 0.86848
10166189 260.956815686 0.195279341002 0.82694
3084420 261.25630859 0.193081477219 0.85279
1581434 208.917383355 0.157258793923 0.8448
10305635 264.331414969 0.196159050383 0.86176
2057035 250.83053624 0.179972867869 0.88083
7599911 208.490677033 0.177642035813 0.78839
3443371 212.800760114 0.170747921612 0.97854
2414209 230.353178336 0.167996987568 0.85994
3667552 167.107624316 0.137794207899 0.79212
2601344 261.144388826 0.189055433074 0.98454
3156279 268.464255162 0.197788754752 0.95861
4525191 274.04466823 0.200545847427 0.96834
9725546 281.686585197 0.203585740411 0.88246
4072960 240.601692422 0.182948505022 0.85572
2951703 245.001794971 0.184289325713 0.92768
7826544 153.544210579 0.129117638725 0.69163
11676850 212.63296431 0.179948779404 0.82826
5491154 231.190825037 0.174892912922 0.80044
12628705 185.079220855 0.158741262874 0.79393
4446162 220.507295848 0.171492504853 0.83423
10576316 200.931777034 0.161207661603 0.74671
5467054 273.563300472 0.203927615484 0.92241
2161588 223.237638626 0.169788892515 0.83094
7931452 231.359672702 0.175403713598 0.88001
11806521 200.273126739 0.165333094603 0.72565
7748157 200.075829411 0.180693058828 0.85299
12259316 253.637642353 0.18643586271 0.91285
3257586 202.081111863 0.163034905795 0.75796
10206506 250.845247031 0.19239811207 0.8062
2112497 206.27748079 0.172129204827 0.801
4170694 234.810561694 0.18297039972 0.86759
10273064 267.148309849 0.194112977188 0.82121
11883328 173.889339401 0.15778519178 0.77473
2102177 170.217545472 0.151878301892 0.7323
10638922 256.195759072 0.197889657394 0.89612
1317294 253.982453582 0.184705604867 0.91128
7601407 199.192237986 0.176168277465 0.78327
4050933 212.388677679 0.186085437452 0.86819
12837803 206.95406812 0.163736366015 0.80927
2254901 224.725838562 0.179254915637 0.75535
3904060 219.984937664 0.177832560856 0.91032
10774329 249.329902623 0.192887658374 0.79615
13118707 208.185697349 0.16791857422 0.75144
4389033 201.537207468 0.149227595105 0.80301
1489920 197.015599866 0.152109010237 0.80374
2205219 186.210276668 0.164926177495 0.76929
3096960 255.94352586 0.198224728391 0.90924
2948942 225.551040108 0.184855254507 0.88186
3140546 229.217368857 0.178425270726 0.89299
3905730 220.447187145 0.182181967577 0.88482
12960378 195.216163987 0.155183551469 0.72038
12106323 211.903043484 0.158932059718 0.68665
3323319 219.504862807 0.171180392087 0.85816
4056932 291.62654988 0.207368457622 1.0168
4205318 240.09031472 0.193112852108 0.90844
2959942 222.41284758 0.171734977625 0.85005
2817799 200.297793564 0.176917178037 0.8746
12369665 147.937091053 0.129556692748 0.65775
2119634 194.341157919 0.155921954491 0.79538
3309687 245.620085318 0.191775024068 0.90449
2977058 213.964838888 0.174938977732 0.75573
3051396 233.713466438 0.183819959578 0.8227
3336282 241.566380654 0.182457460589 0.83156
3145522 256.0188978 0.192685826743 0.90807
3888257 214.480345872 0.172219208739 0.91927
1480516 203.264522138 0.148334073703 0.79276
12621619 174.877800665 0.144278269222 0.73716
1532325 178.764277117 0.146793508819 0.88714
10228468 195.09285416 0.173838863771 0.74294
12590232 244.564487275 0.182471535448 0.818
2306825 262.881598535 0.186760836392 0.94903
1733466 209.935584459 0.17552502479 0.88769
9619168 275.178822176 0.198899286322 0.85598
10717337 247.488966731 0.19039422525 0.83534
11758799 181.429380354 0.152014548823 0.73706
10144338 217.803829887 0.17189423598 0.76185
2889425 252.937425739 0.194116756403 0.94736
3622839 206.944696342 0.159707868164 0.83708
2848921 240.187198324 0.185656934884 0.98182
12285512 215.842656992 0.167017984466 0.76709
10134982 188.820062318 0.171821041407 0.67111
3615300 279.062176098 0.199168561716 0.94264
3445326 282.602775676 0.207145814622 1.0693
2624167 276.677895549 0.198853816478 0.97612
12919403 195.331650784 0.15991041112 0.74733
7917791 241.099085456 0.186249733664 0.90898
9982525 233.309665655 0.185817991993 0.78536
7801779 206.152275809 0.165458786092 0.74385
12773917 246.68836687 0.189100011642 0.8657
12119099 220.059146641 0.167586686122 0.74238
3448590 280.250982444 0.198378678526 0.96774
4223066 236.800864617 0.176246841882 0.80442
4206790 199.140681106 0.168175243421 0.76973
10276045 271.134082932 0.190923052123 0.81767
2993546 203.416328292 0.174356052634 0.73613
9308572 209.488495425 0.156853493665 0.71867
2297442 253.079727293 0.187096721482 0.94036
1982347 201.340486182 0.16065791011 0.86829
4495183 225.541499523 0.177421585022 0.77701
7577657 206.665723901 0.180927015538 0.76991
2030837 171.722587608 0.141087259353 0.77316
2139671 286.405888894 0.197575582699 0.92401
12488709 224.652045573 0.160142968928 0.7455
4540397 190.967069055 0.153859722844 0.70483
2103406 287.33066409 0.203611668963 0.95629
12853080 145.086663555 0.104106515637 0.56602
4398834 240.415004563 0.189471193619 0.9258
2828299 292.834443523 0.202957890523 0.95363
2445004 259.517456351 0.185663511177 0.89416
2211627 230.649707418 0.176302576116 0.90384
2777734 274.051460716 0.196273283449 0.86039
9744834 269.081144837 0.200997940017 0.89653
12735160 220.117583961 0.17012871392 0.74224
10137825 232.357281577 0.177708081559 0.84912
12911673 198.487681464 0.179147634069 0.8271
12651611 207.719070725 0.178170629527 0.8709
3554460 169.434574525 0.163490377277 0.81112
3362771 186.202317616 0.130313652893 0.72604
2667244 174.318158052 0.133221181266 0.63872
2431337 217.23087325 0.165694132198 0.8619
1392380 261.364135256 0.188709910862 0.90892
4473108 238.073024605 0.188557849399 0.85029
12192877 217.664916825 0.180787235161 0.7969
2760099 199.352562672 0.173711091282 0.75056
7689313 203.415858412 0.168379998355 0.76544
2170400 232.390412123 0.178256483092 0.93647
3470629 237.259641447 0.179121613038 0.91107
3057636 233.846559321 0.17929095629 0.76066
4013060 237.361872383 0.179255326423 0.88761
3135788 247.913931044 0.188945567335 0.88489
4036776 242.293699978 0.181290748469 0.81602
2699915 184.369382388 0.157812477001 0.7702
4532831 216.459016018 0.177663597373 0.93249
12368451 157.343597121 0.140918631744 0.71957
1799679 242.980724149 0.176612156487 0.90712
7853648 240.639890342 0.194480264796 0.88024
1779148 204.585702122 0.167347411071 0.91876
3061893 174.328426015 0.151195705202 0.76771
2094721 201.479726594 0.167798562216 0.83401
9785659 250.026760868 0.181348245162 0.88016
10067968 220.808565779 0.187357263887 0.7665
7804543 194.894896749 0.174320075859 0.76741
1515078 248.136582769 0.187373917467 1.0161
1894207 212.178061793 0.159491856328 0.78114
7698543 197.559203448 0.160695789158 0.72848
12161969 247.001303783 0.192403889626 0.96854
3128519 205.431392857 0.17007414263 0.81014
13188268 213.768423674 0.16040549321 0.71501
13864035 267.936155629 0.194976770442 0.9473
3775636 221.007953677 0.171774676168 0.82456
10546428 265.442925201 0.197710800666 0.87002
12682882 181.991294817 0.151814169234 0.77781
10468750 201.990256449 0.177562061995 0.72515
3264906 205.960001125 0.165727638622 0.80221
9726811 262.901618628 0.198732722998 0.80537
10755648 258.285696277 0.196250113594 0.86254
13193466 187.162434162 0.14116211951 0.65625
10602470 258.656748971 0.194202399479 0.85092
9214916 181.004644251 0.149008079644 0.65615
4424692 175.176775071 0.138926270671 0.68556
10220080 263.620586869 0.194654409715 0.84747
12051792 217.860523919 0.175128722196 0.82402
4020087 284.339330055 0.204043522276 0.97062
10247358 249.525655441 0.189119470678 0.81814
7807594 152.519994841 0.14725507122 0.63382
4354182 213.235123355 0.173484191954 0.78821
2137302 269.199990915 0.198367795949 0.95397
4584207 237.281544284 0.183843111917 0.89055
9694664 240.648981254 0.189280921184 0.83662
11613867 212.664972973 0.167678871794 0.71629
9842288 282.911514442 0.191065649439 0.85909
2101006 190.458944127 0.163243970725 0.80813
2892304 289.502613225 0.208243924881 1.0789
2182355 247.817457432 0.185533858437 0.96965
3073977 265.212578099 0.197641292353 0.89945
2807523 201.312539432 0.169553786691 0.85017
3522990 307.037623194 0.201540385905 0.97092
7936979 237.82600576 0.18667034471 0.9319
10559009 217.017846776 0.179826881603 0.8045
3232923 235.069039569 0.186028273531 0.81982
2176747 228.26182892 0.174474731826 0.91234
10300500 233.056050887 0.190153926348 0.7487
11924445 162.585658154 0.144288109778 0.75289
9971385 245.25011421 0.186848731291 0.78122
3548626 244.781462415 0.179957796815 0.89973
3331599 221.251501659 0.184655585509 0.88182
3002096 285.367742512 0.20190660029 0.98082
3304465 194.581843962 0.16790754918 0.88952
1339083 207.534925607 0.159593498789 0.74181
11778257 174.624681844 0.138702775132 0.6952
3601638 226.656727836 0.168847069103 0.87651
3423479 259.472973601 0.193383190127 0.88742
7804657 193.216603855 0.173039465749 0.79455
12883265 189.81624091 0.155850112582 0.73462
3435743 243.842217375 0.183201249716 0.89471
1521756 232.845531343 0.176909407115 0.91686
2568447 258.358875911 0.185850594306 0.96128
1501160 264.365977247 0.187317489282 0.91199
4355338 259.868510142 0.188110043792 0.96924
12079120 202.283020561 0.168608245342 0.84954
3941231 277.919591444 0.195263713226 0.92839
7718195 244.494877065 0.184222647795 0.86802
12271643 235.923898793 0.184305809388 0.82136
7889990 206.106039189 0.170931737133 0.89687
2763714 227.045678256 0.174514858566 0.86412
3800933 311.00075446 0.210065580316 1.0504
3857026 297.366129861 0.199246626904 0.88034
10474343 225.693501313 0.186697815132 0.764
9893502 291.963984235 0.202373495107 1.0247
12625003 222.768222707 0.17875219227 0.79378
10804636 249.72721857 0.194148410731 0.82265
2395694 249.41742436 0.183716422644 0.90739
3387323 236.126534521 0.177009191746 0.87012
1924916 211.310821802 0.166861030092 0.93159
10561320 225.50713901 0.182472807913 0.72665
3421768 215.822571182 0.172701164442 0.78034
10618848 182.291875378 0.164115458901 0.67568
4137089 206.58273763 0.172397235096 0.71934
3725717 274.316104096 0.196344751651 0.90635
2030568 198.366848515 0.158387449793 0.83641
2559862 252.338807171 0.183168035163 0.89544
2262449 223.490947862 0.170129533225 0.86838
10051861 203.234937138 0.168929487138 0.71159
4471632 284.041958422 0.201700531001 0.94987
12433178 235.779944926 0.191372951328 0.92174
2280458 211.335641659 0.167186764438 0.9402
12136392 285.988983711 0.20178796979 1.038
3744276 258.34636275 0.194683068458 0.87439
1407798 238.725014771 0.176049715022 0.75529
8645104 197.027966273 0.154986930203 0.63902
7562379 212.618468822 0.179882269698 0.84003
3215337 202.061300594 0.182159997918 0.84143
2098806 265.108495064 0.192556530693 0.91147
4525417 275.552885134 0.19781948466 0.90764
11761202 230.996211657 0.173579465831 0.81536
3684823 192.506953927 0.146347632033 0.76775
1680264 224.714331839 0.173580596944 0.80103
3949145 169.815769063 0.166648401356 0.77921
4459018 253.432477304 0.189264390829 0.89031
4565039 217.141267027 0.17364319913 0.77955
4215153 260.770895648 0.189500348302 0.87409
2813981 220.772621484 0.182896808055 0.81581
3292960 222.420643672 0.163991015794 0.7531
11900569 210.363956324 0.169714553694 0.845
2071294 207.432530313 0.157471119422 0.82021
13237188 180.684115687 0.155955530282 0.81575
2123478 205.83630718 0.161328748639 0.80474
3885293 228.892846134 0.181534678564 0.88265
1998183 204.431985075 0.168687046892 0.74227
12229651 198.462438633 0.161686468219 0.77212
9406793 186.272233031 0.154364707958 0.75668
2937958 207.973388911 0.163084463864 0.77255
4388473 301.457596115 0.204568281764 0.95452
10142946 224.294657701 0.174584369038 0.71213
3543254 214.195880066 0.182304127936 0.82483
2016358 186.558452854 0.143565872713 0.88298
3099274 204.354526613 0.177634819739 0.78592
1558149 189.066102331 0.151721644014 0.8145
9283405 181.67152564 0.142870330283 0.59469
13077033 271.019956494 0.197282891969 0.936
13036804 198.18366672 0.155736357375 0.78161
2754656 249.450422775 0.196185966238 0.86201
2900705 250.913346286 0.186568291536 0.90553
4330340 208.585939675 0.174762327557 0.73313
10149436 221.124980319 0.165522490725 0.82387
11816336 187.388760951 0.152650177981 0.76709
12842519 182.393404756 0.147325465304 0.68779
13198482 198.567379803 0.157343979231 0.73109
4359500 215.976881245 0.179627184992 0.70358
12374705 153.450590937 0.12122674731 0.65306
3283413 195.438415713 0.153626668991 0.72577
9777870 264.04248155 0.19159207864 0.86016
12623077 159.144256496 0.133866600338 0.65143
10485298 285.978029456 0.195830467294 0.80596
3171635 230.542611692 0.179431957795 0.8282
4035836 308.822037924 0.204934260653 0.96791
1753959 238.230478995 0.185838585768 0.88684
10610465 300.060144587 0.201150399296 0.87045
4400499 247.602640965 0.181876986375 0.87402
3528523 213.958675731 0.176656260417 0.7234
11691046 216.537539812 0.179107699442 0.89394
11733548 144.725787604 0.14410792414 0.70926
7877187 159.08169075 0.14638313908 0.66499
10756641 258.516791185 0.196329713563 0.80357
2804414 240.789042235 0.178107368111 0.94106
10676569 243.079346577 0.196229885888 0.74467
4458201 280.027034346 0.19342664438 0.85379
2014237 225.4356489 0.168468666851 0.89304
11951820 138.411006424 0.133163347594 0.67601
12114010 188.858526976 0.140688903969 0.59045
11678010 236.896848043 0.182485436791 0.83867
2236896 229.571129762 0.179103408977 0.93069
12263987 238.961427518 0.180269322194 0.81603
11867311 185.771509574 0.142133491191 0.68674
12215824 179.470301398 0.147598550605 0.72558
3193423 180.061711017 0.135346583624 0.74182
477827 248.91767762 0.183891163338 0.92727
1324431 245.317545981 0.188372801783 0.97015
10411551 277.326900778 0.197223190544 0.81286
2580679 248.66150616 0.184918822422 0.92433
3399971 195.737730971 0.171524223981 0.75299
12372233 195.92106013 0.163607655908 0.72566
2881906 246.884073179 0.191470527211 0.99104
7712959 169.27615898 0.156608888728 0.68214
11889619 183.59364415 0.155177304863 0.73126
4371050 184.588534603 0.167634461292 0.827
1745902 224.751273397 0.181112006271 0.92716
9753792 262.363718411 0.198355150965 0.80605
2092173 228.939087672 0.177251118437 0.8642
2942349 231.60048661 0.180197337273 0.80902
10628097 217.676305443 0.185062123584 0.76867
7735404 265.004489404 0.198367025563 0.95263
1593553 204.536395364 0.160095660944 0.8568
7823280 191.881555267 0.164741500816 0.82599
12483625 227.38652554 0.176593505095 0.76899
1937579 188.897512081 0.154297571775 0.8144
4065789 261.525204657 0.191654468951 0.90601
12244650 175.310816137 0.146671146883 0.71992
4016684 214.592412971 0.166038229722 0.81702
12654857 218.100290953 0.178642045575 0.88461
12296929 194.668021694 0.150801040484 0.72881
10040240 224.364971315 0.185198777102 0.76746
1841102 227.103992219 0.166234630001 0.85174
12920719 190.085566691 0.165023565221 0.79117
12827537 197.815790167 0.160163995438 0.80071
7574923 183.522391459 0.160976246461 0.71725
1378545 268.964751853 0.201847828651 0.94713
2939185 255.368655914 0.191532995992 0.97046
11791341 206.448710619 0.165329817872 0.78121
10178216 211.793454694 0.170001498265 0.84206
2213107 239.879111116 0.184660371912 0.92449
10400618 187.782544628 0.159832861034 0.73516
3039827 228.529254087 0.180974651241 0.80563
7584593 167.17683932 0.15265466576 0.70887
1609751 223.97338378 0.175876417465 0.8917
4378489 266.120687116 0.194862089063 0.90052
7582970 179.685824099 0.155463959138 0.68612
4127249 274.500870623 0.200138248105 0.99633
2779609 295.710084286 0.206977892655 0.92668
3789603 238.692280024 0.186920040318 0.81383
3362890 300.347716225 0.210411595402 1.0558
2984469 273.113360587 0.19449812389 0.91921
7732904 207.078483923 0.165634295321 0.71052
10802507 257.91297494 0.188910471847 1.0124
3307037 287.27366952 0.205671307649 0.97899
2918964 253.352598667 0.186390905311 0.83504
2823124 214.879041436 0.176341059227 0.82041
2336641 242.822966624 0.173812962599 0.85243
1891633 246.093604255 0.177854764903 0.86654
12646397 221.895973811 0.175299095716 0.79988
2979290 210.220449176 0.174199655845 0.77547
10385566 247.692097972 0.181259801428 0.78437
10655594 242.63505015 0.190495106039 0.80793
476235 246.520308307 0.186066527773 0.76717
12757816 211.209784635 0.17393772236 0.79692
12906771 259.889104855 0.194730808255 0.88451
4259202 256.583121827 0.190182780772 0.90838
10643095 266.248207508 0.207797525436 0.89901
10661732 230.69606413 0.190245503404 0.7949
2009380 189.472293954 0.15193794341 0.83414
7581607 192.664539086 0.17130926533 0.80839
4198355 208.937393455 0.165536535814 0.88805
7748416 199.37337341 0.182106684962 0.86281
2141611 269.142840048 0.179894460744 0.86543
12294331 197.63845577 0.161592122264 0.80149
3911866 265.80279651 0.195524025986 0.97233
7709046 237.580775074 0.197391459419 0.90331
4233832 213.842639424 0.177630526476 0.80303
13882487 263.734375293 0.200592432138 0.98095
12840362 177.087935469 0.134273116085 0.67775
2971356 250.796991009 0.187093878173 0.89199
12252866 204.114436634 0.166148512478 0.77781
448958 270.719549738 0.198222782273 0.87655
2537525 244.771504205 0.183711671516 0.92165
7745357 192.07601619 0.165197653677 0.8308
7576969 225.581021215 0.183362030504 0.85554
11614250 261.752309486 0.195177248059 0.87442
4160847 293.004314651 0.202128823428 0.95818
2847852 186.973998871 0.143558535529 0.76439
3141612 253.824120039 0.195381572071 0.97005
1630284 238.413720314 0.184196276501 0.90743
7774295 234.664366096 0.193856272152 0.9202
1751748 203.535018205 0.167158736015 0.81148
12493426 285.829245071 0.201769689441 0.969
4519887 288.735230015 0.198513937394 0.96944
2821543 307.169637182 0.20612214636 0.96261
2767433 259.39501979 0.192705494009 0.97062
3047690 275.306403979 0.199226726587 1.0276
6281040 244.253190848 0.19040082994 0.76947
9607630 196.664493168 0.168192032461 0.77133
12403276 239.590372587 0.180387241357 0.82923
1790398 236.494788052 0.172042607237 0.95018
2880546 229.246308221 0.182477101542 0.95006
9764900 267.985651433 0.200647215412 0.8677
7568389 212.533955204 0.183020621185 0.83078
3766935 276.119085847 0.189807419063 0.91216
13066448 255.566725294 0.190084786462 0.89646
